PlayerID,Player,Team,Salary,Rk,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards_x,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards_y,Age_Sq,MIN_VAL,PTS_VAL,REB_VAL,AST_VAL,STL_VAL,BLK_VAL,TOV_VAL,SPV,SPV_Offense,SPV_Defense,SPV_per_min,cluster,cluster_per_min
buzelma01,Matas Buzelis,CHI,5195520.0,246.0,20.0,SF,80.0,31.0,18.9,3.2,6.9,0.454,1.2,3.3,0.361,2.0,3.6,0.54,0.541,1.1,1.4,0.815,0.7,2.8,3.5,1.0,0.4,0.9,0.9,1.6,8.6,,12.5,0.571,0.479,0.195,3.9,15.2,9.6,7.2,0.9,4.3,10.9,18.7,0.5,1.4,1.9,0.06,-2.0,-0.5,-2.5,-0.2,,400.0,18.9,8.6,4.095000000000001,2.24,0.8800000000000001,2.07,-1.9800000000000002,34.80500000000001,31.720000000000002,25.944999999999997,0.8415343915343917,2,1
dunnkr01,Kris Dunn,LAC,5168000.0,327.0,30.0,PG,74.0,58.0,24.1,2.6,5.9,0.439,1.0,3.0,0.335,1.6,2.9,0.549,0.525,0.2,0.3,0.682,0.7,2.7,3.4,2.8,1.7,0.4,1.0,2.7,6.4,,11.3,0.531,0.513,0.05,3.4,12.4,8.0,15.6,3.5,1.5,14.2,12.7,0.8,3.2,4.0,0.108,-2.8,3.4,0.6,1.2,,900.0,24.1,6.4,3.978,6.272,3.74,0.9199999999999999,-2.2,43.21,38.972,32.73800000000001,0.7929460580912864,2,2
saricda01,Dario Šarić,DEN,5168000.0,453.0,30.0,C,16.0,4.0,13.1,1.3,3.6,0.362,0.4,1.6,0.269,0.9,2.0,0.438,0.422,0.4,0.6,0.7,0.9,2.3,3.1,1.4,0.4,0.1,0.9,1.2,3.5,,7.7,0.449,0.448,0.172,7.7,17.9,13.1,13.1,1.6,0.4,19.4,15.6,-0.2,0.2,0.0,0.001,-4.4,-0.4,-4.8,-0.1,,900.0,13.1,3.5,3.6270000000000007,3.136,0.8800000000000001,0.22999999999999998,-1.9800000000000002,22.493000000000002,21.716,17.837,0.717022900763359,0,2
murphtr02,Trey Murphy III,NOP,5159854.0,40.0,24.0,SF,53.0,51.0,35.0,7.2,15.8,0.454,3.0,8.3,0.361,4.2,7.6,0.556,0.548,3.8,4.3,0.887,0.9,4.2,5.1,3.5,1.1,0.7,1.9,2.1,21.2,,17.3,0.598,0.522,0.274,2.7,13.2,7.8,15.9,1.5,2.0,9.9,23.7,3.0,0.5,3.5,0.091,2.1,-1.4,0.8,1.3,,576.0,35.0,21.2,5.9670000000000005,7.840000000000001,2.4200000000000004,1.6099999999999999,-4.18,69.857,68.22,44.997,0.9959142857142859,1,1
diengou01,Ousmane Dieng,OKC,5027040.0,438.0,21.0,C,37.0,1.0,10.9,1.5,3.4,0.432,0.6,1.9,0.324,0.8,1.5,0.574,0.524,0.3,0.4,0.688,0.5,1.7,2.2,0.8,0.5,0.2,0.5,0.9,3.8,,11.5,0.538,0.568,0.128,4.9,16.3,10.7,9.6,2.0,1.7,12.0,15.7,0.1,0.7,0.9,0.104,-2.0,1.1,-0.9,0.1,,441.0,10.9,3.8,2.5740000000000007,1.7920000000000003,1.1,0.45999999999999996,-1.1,19.526000000000003,17.592000000000002,15.033999999999999,0.7913761467889907,0,2
livelde01,Dereck Lively II,DAL,5014560.0,244.0,20.0,C,36.0,29.0,23.1,3.7,5.3,0.702,0.0,0.0,,3.7,5.3,0.702,0.702,1.3,2.0,0.63,2.9,4.6,7.5,2.4,0.6,1.6,1.1,2.8,8.7,,20.1,0.704,0.0,0.382,13.9,21.3,17.7,14.3,1.2,5.7,15.5,13.6,2.4,1.0,3.4,0.199,1.1,2.2,3.3,1.1,,400.0,23.1,8.7,8.775,5.376,1.32,3.6799999999999997,-2.4200000000000004,48.531,39.596000000000004,36.875,1.1009090909090908,2,0
richani01,Nick Richards,PHO,5000000.0,212.0,27.0,C,21.0,9.0,21.0,3.0,5.4,0.561,0.0,0.0,0.0,3.0,5.4,0.566,0.561,2.8,4.1,0.678,2.4,5.1,7.5,1.3,0.3,1.2,1.6,2.3,8.9,,17.2,0.614,0.009,0.763,12.1,26.5,19.1,9.8,0.8,5.8,17.8,17.9,0.5,0.5,1.1,0.117,-2.3,0.2,-2.0,0.0,,729.0,21.0,8.9,8.775,2.9120000000000004,0.66,2.76,-3.5200000000000005,41.48699999999999,36.332,33.195,0.9755714285714285,2,1
drumman01,Andre Drummond,PHI,5000000.0,282.0,31.0,C,40.0,23.0,18.8,2.9,5.9,0.5,0.1,0.5,0.15,2.9,5.4,0.533,0.506,1.4,2.3,0.622,2.7,5.0,7.8,0.9,1.0,0.5,1.4,2.4,7.3,,16.0,0.535,0.085,0.385,15.8,31.6,23.4,6.8,2.6,2.4,16.7,19.1,0.2,1.0,1.2,0.078,-2.4,-0.8,-3.2,-0.2,,961.0,18.8,7.3,9.126000000000001,2.0160000000000005,2.2,1.15,-3.08,37.512,31.196000000000005,31.276,0.9953191489361704,2,1
eubandr01,Drew Eubanks,LAC,5000000.0,391.0,27.0,C,37.0,4.0,15.4,2.4,3.9,0.607,0.1,0.1,0.6,2.3,3.8,0.607,0.617,1.0,1.5,0.632,1.1,3.5,4.5,1.2,0.3,0.9,0.8,1.2,5.8,,15.9,0.632,0.034,0.393,7.6,24.1,15.9,11.7,0.8,5.3,15.4,14.8,0.8,0.4,1.2,0.1,-0.9,0.9,0.0,0.3,,729.0,15.4,5.8,5.265000000000001,2.688,0.66,2.07,-1.7600000000000002,30.122999999999998,25.648,23.395,0.956038961038961,2,1
manntr01,Tre Mann,CHO,4908373.0,109.0,23.0,PG,13.0,0.0,24.5,5.4,12.4,0.435,1.8,4.6,0.4,3.5,7.8,0.455,0.509,1.5,1.6,0.905,0.9,2.0,2.9,3.0,0.5,0.3,1.9,1.8,14.1,,13.3,0.537,0.373,0.13,3.9,8.9,6.3,21.2,1.1,1.2,12.8,26.0,0.0,0.1,0.1,0.019,-0.6,-1.9,-2.4,0.0,,529.0,24.5,14.1,3.3930000000000002,6.720000000000001,1.1,0.69,-4.18,46.323,49.5,29.683000000000003,0.8907346938775512,2,1
willija06,Jalen Williams,OKC,4775760.0,37.0,23.0,SG,69.0,69.0,32.4,8.2,16.9,0.484,1.8,4.9,0.365,6.4,12.0,0.533,0.537,3.4,4.3,0.789,0.9,4.5,5.3,5.1,1.6,0.7,2.2,2.3,21.6,,20.3,0.573,0.291,0.256,2.9,14.6,8.8,23.4,2.4,2.1,10.3,27.5,3.7,4.1,7.8,0.168,2.7,1.4,4.0,3.4,,529.0,32.4,21.6,6.2010000000000005,11.424,3.5200000000000005,1.6099999999999999,-4.840000000000001,71.91499999999999,70.26400000000001,43.731,1.2195987654320988,1,0
dickgr01,Gradey Dick,TOR,4763760.0,104.0,21.0,SG,54.0,54.0,29.4,4.9,12.0,0.41,2.1,6.0,0.35,2.8,5.9,0.47,0.498,2.5,2.9,0.858,0.8,2.8,3.6,1.8,0.9,0.2,1.5,2.2,14.4,,10.9,0.543,0.504,0.24,2.9,10.3,6.5,8.9,1.5,0.6,10.4,21.0,0.2,1.2,1.4,0.042,-1.9,-1.3,-3.2,-0.5,,441.0,29.4,14.4,4.212000000000001,4.032000000000001,1.9800000000000002,0.45999999999999996,-3.3000000000000003,51.184000000000005,51.132,36.052,0.740952380952381,2,2
mcdanja01,Jalen McDaniels,SAS,4861772.0,564.0,27.0,SF,4.0,0.0,1.8,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,,10.9,,,,0.0,0.0,0.0,17.4,6.8,0.0,,0.0,0.0,0.0,0.0,0.114,-0.5,6.0,5.6,0.0,,729.0,1.8,0.0,0.0,0.672,0.66,0.0,-0.0,3.132,2.472,2.46,0.74,0,2
mcbrimi01,Miles McBride,NYK,4710144.0,204.0,24.0,PG,64.0,10.0,24.9,3.5,8.5,0.406,1.8,4.9,0.369,1.7,3.7,0.455,0.511,0.8,1.0,0.813,0.7,1.8,2.5,2.9,1.0,0.3,0.6,1.7,9.5,,12.6,0.531,0.57,0.117,3.4,8.1,5.8,15.6,2.1,1.0,6.7,16.8,1.8,1.4,3.2,0.098,-0.4,0.4,0.0,0.8,,576.0,24.9,9.5,2.9250000000000003,6.496,2.2,0.69,-1.32,45.391,42.216,30.715,0.8229317269076305,2,1
cartede02,Devin Carter,SAC,4689000.0,437.0,22.0,PG,36.0,0.0,11.0,1.3,3.5,0.37,0.5,1.7,0.295,0.8,1.8,0.439,0.441,0.7,1.2,0.591,0.5,1.6,2.1,1.1,0.6,0.1,0.5,1.1,3.8,,10.8,0.471,0.48,0.346,5.4,16.2,10.8,13.5,2.6,1.0,11.0,17.9,-0.1,0.4,0.4,0.043,-3.5,0.3,-3.2,-0.1,,484.0,11.0,3.8,2.4570000000000003,2.4640000000000004,1.32,0.22999999999999998,-1.1,20.171000000000003,18.364000000000004,15.007000000000001,0.8337272727272729,0,1
batumni01,Nicolas Batum,LAC,4668000.0,428.0,36.0,PF,78.0,8.0,17.5,1.3,3.1,0.437,1.1,2.6,0.433,0.2,0.4,0.457,0.622,0.2,0.3,0.81,0.6,2.2,2.8,1.1,0.7,0.5,0.4,1.4,4.0,,10.3,0.633,0.853,0.088,4.0,14.0,9.0,7.8,1.9,2.6,12.1,9.0,1.5,2.0,3.5,0.124,-1.2,2.0,0.8,1.0,,1296.0,17.5,4.0,3.2760000000000002,2.4640000000000004,1.54,1.15,-0.8800000000000001,29.05,24.843999999999998,23.465999999999998,0.66,2,2
holidaa01,Aaron Holiday,HOU,4668000.0,363.0,28.0,PG,62.0,3.0,12.8,1.9,4.3,0.437,1.2,2.9,0.398,0.7,1.4,0.517,0.571,0.5,0.7,0.829,0.2,1.0,1.3,1.3,0.3,0.2,0.6,1.0,5.5,,12.2,0.594,0.675,0.153,1.7,8.9,5.2,14.3,1.2,1.2,11.5,16.8,1.2,0.8,2.0,0.122,-0.4,0.1,-0.2,0.3,,784.0,12.8,5.5,1.5210000000000004,2.9120000000000004,0.66,0.45999999999999996,-1.32,22.533,22.532,15.441000000000003,0.760390625,0,2
durenja01,Jalen Duren,DET,4536840.0,149.0,21.0,C,78.0,78.0,26.1,4.8,7.0,0.692,0.0,0.0,,4.8,7.0,0.692,0.692,2.1,3.1,0.669,3.6,6.8,10.3,2.7,0.7,1.1,1.7,3.2,11.8,,21.4,0.703,0.0,0.443,15.2,28.7,22.0,14.7,1.3,4.2,17.2,16.4,5.9,3.4,9.2,0.218,1.6,1.5,3.1,2.7,,441.0,26.1,11.8,12.051000000000002,6.048000000000001,1.54,2.53,-3.74,56.32900000000001,47.68800000000001,42.221000000000004,1.158199233716475,1,0
hawkijo01,Jordan Hawkins,NOP,4525680.0,166.0,22.0,SG,56.0,9.0,23.6,3.7,9.9,0.372,2.0,5.9,0.331,1.7,4.0,0.433,0.471,1.4,1.8,0.816,0.4,2.4,2.8,1.2,0.5,0.4,1.0,0.9,10.8,,9.6,0.504,0.597,0.176,2.0,11.2,6.5,7.3,1.1,1.7,8.8,21.0,-0.7,0.1,-0.5,-0.02,-2.4,-3.0,-5.4,-1.2,,484.0,23.6,10.8,3.2760000000000002,2.688,1.1,0.9199999999999999,-2.2,40.18400000000001,39.28800000000001,28.896,0.7027118644067796,2,2
johnsja05,Jalen Johnson,ATL,4510905.0,59.0,23.0,SF,36.0,36.0,35.7,7.5,15.1,0.5,1.2,3.9,0.312,6.3,11.1,0.566,0.541,2.6,3.5,0.746,1.7,8.3,10.0,5.0,1.6,1.0,2.9,1.9,18.9,,17.3,0.569,0.26,0.232,5.2,26.0,15.3,20.5,2.0,2.6,15.1,22.5,0.8,1.6,2.4,0.089,0.5,1.4,1.8,1.2,,529.0,35.7,18.9,11.700000000000001,11.200000000000001,3.5200000000000005,2.3,-6.38,76.94,72.17999999999999,53.220000000000006,1.1551820728291315,1,0
carrica01,Bub Carrington,WAS,4454880.0,198.0,19.0,PG,82.0,57.0,30.0,3.7,9.1,0.401,1.7,5.0,0.339,2.0,4.2,0.475,0.493,0.8,1.0,0.812,0.4,3.8,4.2,4.4,0.7,0.3,1.7,2.3,9.8,,9.0,0.514,0.544,0.114,1.4,13.1,7.2,21.2,1.0,0.8,15.2,15.8,-0.4,0.6,0.2,0.005,-3.3,-1.3,-4.6,-1.6,,361.0,30.0,9.8,4.914000000000001,9.856000000000002,1.54,0.69,-3.74,53.059999999999995,53.396,37.144,0.7686666666666667,2,2
jacksis01,Isaiah Jackson,IND,4435381.0,298.0,23.0,C,5.0,1.0,16.8,2.8,4.6,0.609,0.0,0.0,,2.8,4.6,0.609,0.609,1.4,2.8,0.5,2.2,3.4,5.6,1.0,0.6,1.6,1.0,2.8,7.0,,18.2,0.6,0.0,0.609,14.7,22.3,18.6,8.1,1.7,8.6,14.6,17.6,0.1,0.1,0.3,0.153,-1.0,1.8,0.8,0.1,,529.0,16.8,7.0,6.5520000000000005,2.24,1.32,3.6799999999999997,-2.2,35.391999999999996,28.24,28.352,1.1066666666666665,2,0
alexani01,Nickeil Alexander-Walker,MIN,4312500.0,206.0,26.0,SG,82.0,10.0,25.3,3.3,7.5,0.438,1.7,4.5,0.381,1.6,3.0,0.524,0.553,1.1,1.4,0.78,0.7,2.6,3.2,2.7,0.6,0.4,1.2,1.7,9.4,,11.6,0.579,0.601,0.192,2.9,11.1,7.1,15.0,1.2,1.5,12.9,16.0,2.0,2.3,4.3,0.099,-0.8,0.4,-0.4,0.8,,676.0,25.3,9.4,3.7440000000000007,6.048000000000001,1.32,0.9199999999999999,-2.64,44.092000000000006,43.388000000000005,31.284,0.7427667984189724,2,2
agbajoc01,Ochai Agbaji,TOR,4310280.0,174.0,24.0,SG,64.0,45.0,27.2,4.2,8.3,0.498,1.6,4.0,0.399,2.6,4.4,0.587,0.593,0.5,0.8,0.708,1.0,2.8,3.8,1.5,0.9,0.5,0.8,2.0,10.4,,12.0,0.601,0.474,0.09,3.7,11.4,7.5,7.9,1.6,1.6,8.9,14.6,1.6,1.5,3.1,0.087,-0.9,0.2,-0.7,0.5,,576.0,27.2,10.4,4.446000000000001,3.3600000000000003,1.9800000000000002,1.15,-1.7600000000000002,46.775999999999996,42.72,34.775999999999996,0.7197058823529411,2,2
bufkiko01,Kobe Bufkin,ATL,4299000.0,368.0,21.0,SG,10.0,0.0,12.4,1.8,4.7,0.383,0.4,1.9,0.211,1.4,2.8,0.5,0.426,1.3,1.8,0.722,0.5,1.6,2.1,1.7,0.3,0.2,0.8,0.9,5.3,,10.5,0.483,0.404,0.383,4.3,14.5,9.3,18.2,1.1,1.5,12.7,20.8,0.0,0.1,0.0,0.018,-3.4,-0.5,-4.0,-0.1,,441.0,12.4,5.3,2.4570000000000003,3.8080000000000003,0.66,0.45999999999999996,-1.7600000000000002,23.325,23.268,15.977,0.8810483870967741,0,1
grimequ01,Quentin Grimes,PHI,4296682.0,100.0,24.0,SG,47.0,12.0,22.8,3.6,7.8,0.463,1.7,4.3,0.398,1.9,3.5,0.543,0.573,1.3,1.7,0.765,0.6,3.2,3.8,2.1,0.7,0.2,1.3,1.7,10.2,,13.3,0.599,0.551,0.222,3.1,14.9,9.1,13.2,1.4,0.8,13.2,18.5,1.0,0.8,1.7,0.078,0.1,-0.4,-0.3,0.5,,576.0,22.8,10.2,4.446000000000001,4.704000000000001,1.54,0.45999999999999996,-2.8600000000000003,41.29,40.564,29.246000000000002,0.8109649122807018,2,1
wareke01,Kel'el Ware,MIA,4231800.0,213.0,20.0,C,64.0,36.0,22.2,4.0,7.3,0.554,0.5,1.7,0.315,3.5,5.5,0.629,0.592,0.7,1.0,0.687,1.8,5.6,7.4,0.9,0.6,1.1,0.9,1.7,9.3,,17.4,0.603,0.239,0.144,9.1,27.5,18.4,6.5,1.4,4.8,10.4,17.2,1.7,2.5,4.1,0.14,-0.7,0.6,-0.1,0.7,,400.0,22.2,9.3,8.658000000000001,2.0160000000000005,1.32,2.53,-1.9800000000000002,44.044000000000004,35.495999999999995,34.708,0.9839639639639642,2,1
hylanbo01,Bones Hyland,ATL,4158439.0,334.0,24.0,PG,20.0,0.0,11.1,2.3,5.8,0.391,1.6,4.0,0.388,0.7,1.8,0.4,0.526,1.2,1.3,0.885,0.3,1.0,1.2,1.4,0.9,0.2,1.2,1.3,7.2,,16.4,0.569,0.696,0.226,2.6,9.6,6.1,19.2,4.0,1.8,16.0,29.6,0.0,0.4,0.4,0.09,1.2,1.9,3.1,0.3,,576.0,11.1,7.2,1.4040000000000001,3.136,1.9800000000000002,0.45999999999999996,-2.64,22.64,24.076,14.943999999999999,1.03963963963964,0,1
willima07,Mark Williams,CHO,4094280.0,93.0,23.0,C,44.0,41.0,26.6,6.1,10.2,0.604,0.0,0.1,0.0,6.1,10.1,0.609,0.604,3.0,3.7,0.804,3.0,7.2,10.2,2.5,0.7,1.2,1.6,2.4,15.3,,23.9,0.647,0.009,0.365,11.8,29.3,20.3,16.5,1.3,4.5,12.0,21.4,3.1,1.6,4.7,0.195,2.5,0.9,3.5,1.6,,529.0,26.6,15.3,11.934000000000001,5.6000000000000005,1.54,2.76,-3.5200000000000005,60.214,51.02000000000001,42.834,1.2636842105263155,1,0
georgke01,Keyonte George,UTA,4084200.0,80.0,21.0,PG,67.0,35.0,31.5,5.4,13.7,0.391,2.6,7.6,0.343,2.8,6.1,0.449,0.485,3.5,4.3,0.818,0.4,3.4,3.8,5.6,0.7,0.1,2.7,1.7,16.8,,12.9,0.539,0.552,0.31,1.3,11.5,6.5,26.9,1.0,0.4,14.9,24.3,0.9,0.1,1.1,0.024,-0.2,-2.5,-2.7,-0.3,,441.0,31.5,16.8,4.446000000000001,12.544,1.54,0.22999999999999998,-5.940000000000001,61.120000000000005,66.78399999999999,37.715999999999994,0.9403174603174603,1,1
thomaca02,Cam Thomas,BRK,4041249.0,25.0,23.0,SG,25.0,23.0,31.2,8.0,18.2,0.438,2.7,7.8,0.349,5.2,10.4,0.506,0.513,5.3,6.0,0.881,0.6,2.7,3.3,3.8,0.6,0.1,2.5,1.8,24.0,,18.0,0.575,0.43,0.333,2.1,10.4,6.0,22.9,1.0,0.3,10.6,32.6,0.8,0.4,1.2,0.071,2.8,-2.6,0.3,0.5,,529.0,31.2,24.0,3.861,8.512,1.32,0.22999999999999998,-5.5,63.623000000000005,69.212,36.611,1.039198717948718,1,1
mccaija01,Jared McCain,PHI,4020360.0,92.0,20.0,SG,23.0,8.0,25.7,5.5,11.9,0.46,2.2,5.8,0.383,3.3,6.1,0.532,0.553,2.1,2.4,0.875,0.6,1.9,2.4,2.6,0.7,0.0,1.6,1.6,15.3,,15.2,0.589,0.485,0.204,2.4,8.6,5.4,16.7,1.2,0.0,11.0,24.7,0.6,0.1,0.7,0.057,1.8,-1.6,0.2,0.3,,400.0,25.7,15.3,2.8080000000000003,5.824000000000001,1.54,0.0,-3.5200000000000005,47.651999999999994,50.344,30.048,0.8541634241245137,2,1
sprinja01,Jaden Springer,HOU,4772772.0,482.0,22.0,SG,26.0,0.0,5.4,0.5,1.3,0.353,0.2,0.7,0.316,0.2,0.6,0.4,0.441,0.6,0.8,0.714,0.2,0.8,0.9,0.4,0.5,0.0,0.2,0.7,1.7,,12.1,0.52,0.559,0.618,3.1,15.4,9.2,9.1,4.3,0.7,8.5,14.7,0.1,0.3,0.4,0.133,-4.4,4.1,-0.3,0.1,,484.0,5.4,1.7,1.0530000000000002,0.8960000000000001,1.1,0.0,-0.44000000000000006,9.709000000000001,8.436,7.553000000000001,0.797962962962963,0,2
poweldw01,Dwight Powell,DAL,4000000.0,502.0,33.0,C,55.0,3.0,10.0,0.8,1.1,0.689,0.0,0.1,0.4,0.7,1.0,0.714,0.705,0.5,0.8,0.651,0.9,1.3,2.1,1.0,0.3,0.4,0.3,1.4,2.1,,12.9,0.713,0.082,0.705,9.5,13.7,11.7,12.5,1.6,3.3,18.4,7.6,1.2,0.5,1.7,0.147,-1.5,1.5,0.0,0.3,,1089.0,10.0,2.1,2.4570000000000003,2.24,0.66,0.9199999999999999,-0.66,17.717000000000002,15.0,14.037,0.7717,0,2
sharpda01,Day'Ron Sharpe,BRK,3989122.0,267.0,23.0,C,50.0,2.0,18.1,3.3,6.3,0.521,0.2,0.9,0.244,3.1,5.4,0.566,0.538,1.1,1.5,0.757,3.0,3.6,6.6,1.8,0.8,0.8,1.3,2.3,7.9,,19.7,0.568,0.142,0.233,17.8,23.8,20.7,16.8,2.3,4.6,15.3,19.9,1.3,1.4,2.7,0.141,0.0,0.9,0.9,0.7,,529.0,18.1,7.9,7.722,4.032000000000001,1.7600000000000002,1.8399999999999999,-2.8600000000000003,38.494,32.892,29.422000000000004,1.1267403314917128,2,0
aldamsa01,Santi Aldama,MEM,3960531.0,132.0,24.0,PF,65.0,16.0,25.5,4.8,10.0,0.483,1.8,5.0,0.368,3.0,5.0,0.599,0.576,1.0,1.4,0.691,1.4,5.0,6.4,2.9,0.8,0.4,1.1,1.2,12.5,,16.8,0.588,0.503,0.145,6.1,20.3,13.3,15.2,1.5,1.6,9.3,18.5,2.9,2.0,5.0,0.144,2.5,0.7,3.2,2.2,,576.0,25.5,12.5,7.488000000000001,6.496,1.7600000000000002,0.9199999999999999,-2.4200000000000004,52.244,46.916000000000004,35.668,1.0487843137254902,2,1
coffeam01,Amir Coffey,LAC,3938271.0,200.0,27.0,SG,72.0,13.0,24.3,3.3,7.1,0.471,1.4,3.4,0.409,1.9,3.7,0.529,0.57,1.6,1.8,0.891,0.4,1.8,2.2,1.1,0.6,0.1,0.6,1.7,9.7,,11.2,0.614,0.484,0.253,2.1,8.2,5.2,6.1,1.1,0.4,7.4,15.3,2.4,1.7,4.0,0.111,-1.5,-0.2,-1.7,0.1,,729.0,24.3,9.7,2.5740000000000007,2.4640000000000004,1.32,0.22999999999999998,-1.32,39.267999999999994,37.784,28.424000000000003,0.6159670781893004,2,2
hoodsja01,Jalen Hood-Schifino,UTA,3879840.0,292.0,21.0,SG,2.0,0.0,7.0,0.5,0.5,1.0,0.0,0.0,,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,1.5,2.0,,11.5,1.064,0.0,2.0,8.3,0.0,4.0,9.2,0.0,6.7,34.7,9.0,0.0,0.0,0.0,0.156,-3.9,1.5,-2.4,0.0,,441.0,7.0,2.0,0.5850000000000001,1.12,0.0,1.15,-1.1,10.755000000000003,11.22,8.735,0.5364285714285715,0,2
loveke01,Kevin Love,MIA,3850000.0,371.0,36.0,PF,23.0,9.0,10.9,1.8,5.0,0.357,1.0,2.9,0.358,0.7,2.1,0.354,0.461,0.7,1.0,0.696,1.0,3.1,4.1,1.0,0.7,0.2,0.6,0.9,5.3,,16.2,0.488,0.583,0.2,9.8,31.4,20.7,13.1,3.0,1.5,10.1,24.6,-0.1,0.5,0.4,0.083,-0.3,0.7,0.4,0.2,,1296.0,10.9,5.3,4.797000000000001,2.24,1.54,0.45999999999999996,-1.32,23.917,19.759999999999998,17.697000000000003,1.1942201834862387,0,0
knechda01,Dalton Knecht,LAL,3819120.0,217.0,23.0,SF,78.0,16.0,19.2,3.3,7.1,0.461,1.6,4.4,0.376,1.7,2.8,0.594,0.576,0.8,1.1,0.762,0.5,2.3,2.8,0.8,0.3,0.1,0.5,1.2,9.1,,12.7,0.594,0.61,0.151,2.9,13.1,8.1,6.5,0.8,0.5,5.9,18.5,1.7,1.0,2.7,0.086,-0.1,-1.7,-1.8,0.1,,529.0,19.2,9.1,3.2760000000000002,1.7920000000000003,0.66,0.22999999999999998,-1.1,33.15799999999999,31.192,23.366,0.7269791666666667,2,2
easonta01,Tari Eason,HOU,3695160.0,144.0,23.0,PF,57.0,16.0,24.9,4.8,9.8,0.487,1.1,3.2,0.342,3.7,6.6,0.557,0.543,1.4,1.8,0.76,2.2,4.1,6.4,1.5,1.7,0.9,1.1,2.4,12.0,,18.5,0.567,0.329,0.186,9.4,17.9,13.6,8.5,3.3,3.2,9.7,19.4,2.1,2.9,5.0,0.169,1.0,2.6,3.6,2.0,,529.0,24.9,12.0,7.488000000000001,3.3600000000000003,3.74,2.07,-2.4200000000000004,51.138,42.68,38.198,1.053734939759036,2,1
jaqueja01,Jaime Jaquez Jr.,MIA,3685800.0,247.0,23.0,SF,66.0,17.0,20.7,3.2,7.0,0.461,0.6,1.8,0.311,2.7,5.2,0.513,0.501,1.6,2.2,0.754,1.3,3.1,4.4,2.5,0.9,0.2,1.5,1.2,8.6,,14.3,0.543,0.258,0.307,6.8,16.5,11.7,17.9,2.2,1.0,15.7,20.2,0.5,1.8,2.3,0.081,-1.4,0.5,-0.9,0.4,,529.0,20.7,8.6,5.1480000000000015,5.6000000000000005,1.9800000000000002,0.45999999999999996,-3.3000000000000003,39.188,38.199999999999996,28.288,0.8931400966183577,2,1
dasiltr01,Tristan Da Silva,ORL,3628440.0,285.0,23.0,SF,74.0,38.0,22.0,2.7,6.5,0.412,1.1,3.2,0.335,1.6,3.3,0.488,0.495,0.7,0.9,0.873,1.0,2.3,3.3,1.5,0.4,0.2,0.8,1.3,7.2,,9.9,0.522,0.495,0.13,4.9,12.7,8.6,10.3,1.0,1.1,9.9,15.2,0.5,1.9,2.5,0.073,-2.3,-0.3,-2.6,-0.3,,529.0,22.0,7.2,3.861,3.3600000000000003,0.8800000000000001,0.45999999999999996,-1.7600000000000002,36.001000000000005,34.32,27.201,0.6364090909090909,2,2
podzibr01,Brandin Podziemski,GSW,3519960.0,151.0,21.0,SG,64.0,33.0,26.8,4.4,9.8,0.445,1.8,4.8,0.372,2.6,5.0,0.516,0.537,1.1,1.5,0.758,1.0,4.1,5.1,3.4,1.1,0.2,1.2,1.5,11.7,,14.4,0.557,0.491,0.151,4.0,16.8,10.2,18.7,2.0,0.7,10.1,18.3,1.9,2.3,4.2,0.117,-0.1,0.8,0.7,1.2,,441.0,26.8,11.7,5.9670000000000005,7.6160000000000005,2.4200000000000004,0.45999999999999996,-2.64,52.323,48.756,35.647000000000006,0.9523507462686568,2,1
terryda01,Dalen Terry,CHI,3510480.0,399.0,22.0,SG,73.0,5.0,13.5,1.6,3.7,0.448,0.5,1.4,0.356,1.1,2.2,0.506,0.517,0.7,0.9,0.71,0.5,1.2,1.7,1.3,0.6,0.2,0.7,1.6,4.5,,9.6,0.546,0.388,0.257,4.1,9.0,6.6,12.7,2.1,1.3,15.1,14.9,0.2,0.8,1.1,0.052,-4.0,0.2,-3.8,-0.5,,484.0,13.5,4.5,1.989,2.9120000000000004,1.32,0.45999999999999996,-1.54,23.141000000000002,22.451999999999998,17.269000000000002,0.7141481481481483,0,2
mykhasv01,Svi Mykhailiuk,UTA,3500000.0,234.0,27.0,SF,38.0,13.0,20.0,3.1,7.9,0.391,1.8,5.3,0.345,1.3,2.6,0.485,0.507,0.7,0.9,0.8,0.6,1.8,2.4,2.0,0.5,0.2,1.4,1.1,8.8,,9.8,0.526,0.672,0.116,3.1,9.6,6.4,14.7,1.2,0.9,14.1,20.3,-0.2,0.1,-0.1,-0.009,-1.4,-2.1,-3.5,-0.3,,729.0,20.0,8.8,2.8080000000000003,4.48,1.1,0.45999999999999996,-3.08,34.568000000000005,36.36,24.368000000000002,0.7284000000000002,2,2
