PlayerID,Player,Team,Salary,Rk,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards_x,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards_y,Age_Sq,MIN_VAL,PTS_VAL,REB_VAL,AST_VAL,STL_VAL,BLK_VAL,TOV_VAL,SPV,SPV_Offense,SPV_Defense,SPV_per_min,cluster,cluster_per_min
cunnica01,Cade Cunningham,DET,13940809.0,9.0,23.0,PG,70.0,70.0,35.0,9.8,20.8,0.469,2.1,6.0,0.356,7.6,14.8,0.515,0.521,4.5,5.3,0.846,0.8,5.3,6.1,9.1,1.0,0.8,4.4,2.8,26.1,,20.6,0.565,0.287,0.254,2.5,16.5,9.6,43.0,1.4,2.1,16.0,33.2,3.0,2.9,5.9,0.115,3.8,0.1,3.9,3.7,,529.0,35.0,26.1,7.1370000000000005,20.384,2.2,1.8399999999999999,-9.680000000000001,82.981,91.16400000000002,46.17700000000001,1.3708857142857143,1,0
gaffoda01,Daniel Gafford,DAL,13394160.0,139.0,26.0,C,57.0,31.0,21.5,5.0,7.1,0.702,0.0,0.0,,5.0,7.1,0.702,0.702,2.4,3.4,0.689,2.7,4.1,6.8,1.4,0.4,1.8,1.2,2.7,12.3,,24.7,0.716,0.0,0.486,14.1,20.3,17.2,10.2,0.9,7.1,11.9,19.5,4.4,1.5,5.9,0.232,2.7,1.1,3.8,1.8,,676.0,21.5,12.3,7.956,3.136,0.8800000000000001,4.14,-2.64,47.272000000000006,39.576,34.476,1.1986976744186046,2,0
willigr01,Grant Williams,CHO,13025250.0,176.0,26.0,PF,16.0,7.0,29.9,3.4,7.7,0.439,1.7,4.6,0.365,1.7,3.1,0.551,0.549,1.9,2.3,0.838,1.1,4.0,5.1,2.3,1.1,0.8,1.8,2.9,10.4,,11.5,0.596,0.602,0.301,3.9,14.5,9.1,11.3,1.8,2.7,16.7,14.8,0.3,0.4,0.7,0.071,-2.3,0.7,-1.6,0.1,,676.0,29.9,10.4,5.9670000000000005,5.152,2.4200000000000004,1.8399999999999999,-3.9600000000000004,51.719,49.412,40.126999999999995,0.729732441471572,2,2
schrode01,Dennis Schröder,DET,13025250.0,122.0,31.0,PG,23.0,23.0,33.6,6.4,14.1,0.452,2.5,6.5,0.387,3.9,7.6,0.509,0.542,3.1,3.5,0.889,0.2,2.8,3.0,6.6,1.1,0.2,2.6,2.4,18.4,,16.0,0.588,0.462,0.249,0.6,9.9,5.0,33.4,1.7,0.5,14.1,23.8,1.1,0.5,1.6,0.099,1.1,-1.1,0.0,0.4,,961.0,33.6,18.4,3.5100000000000007,14.784,2.4200000000000004,0.45999999999999996,-5.720000000000001,67.454,72.504,39.99,1.0075595238095238,1,1
joeis01,Isaiah Joe,OKC,12991650.0,182.0,25.0,SG,74.0,16.0,21.7,3.5,7.9,0.44,2.6,6.3,0.412,0.9,1.6,0.549,0.604,0.6,0.8,0.821,0.6,2.1,2.6,1.6,0.6,0.1,0.5,1.5,10.2,,14.0,0.617,0.793,0.095,2.8,10.1,6.6,9.7,1.4,0.6,5.8,17.2,2.9,2.2,5.1,0.153,1.4,-0.1,1.3,1.4,,625.0,21.7,10.2,3.0420000000000007,3.5840000000000005,1.32,0.22999999999999998,-1.1,38.976,36.584,26.292,0.7961290322580645,2,2
joneshe01,Herbert Jones,NOP,12976362.0,180.0,26.0,SF,20.0,20.0,32.4,3.8,8.6,0.436,1.1,3.6,0.306,2.7,5.0,0.53,0.5,1.7,2.0,0.825,1.1,2.8,3.9,3.3,1.9,0.5,1.8,3.3,10.3,,10.4,0.541,0.419,0.233,3.6,9.6,6.5,13.8,2.8,1.3,15.6,14.6,0.1,0.3,0.4,0.033,-3.9,0.2,-3.6,-0.3,,676.0,32.4,10.3,4.563000000000001,7.392,4.18,1.15,-3.9600000000000004,56.025000000000006,54.05200000000001,42.293,0.7291666666666667,1,2
reaveau01,Austin Reaves,LAL,12976362.0,49.0,26.0,SG,73.0,73.0,34.9,6.5,14.2,0.46,2.7,7.3,0.377,3.8,6.9,0.547,0.556,4.4,5.0,0.877,0.8,3.7,4.5,5.8,1.1,0.3,2.4,2.1,20.2,,18.1,0.616,0.512,0.353,2.8,11.5,7.3,24.9,1.6,0.8,12.9,23.7,5.6,2.1,7.6,0.144,2.4,-0.5,1.9,2.6,,676.0,34.9,20.2,5.265000000000001,12.992,2.4200000000000004,0.69,-5.28,71.187,73.372,43.275,1.0397421203438395,1,1
toppiob01,Obi Toppin,IND,12975000.0,172.0,26.0,PF,79.0,4.0,19.6,4.0,7.6,0.529,1.4,3.8,0.365,2.6,3.8,0.695,0.621,1.1,1.4,0.781,0.7,3.3,4.0,1.6,0.6,0.4,0.9,1.4,10.5,,17.4,0.642,0.503,0.19,4.1,18.7,11.5,11.9,1.4,1.6,9.5,20.1,2.7,1.6,4.3,0.135,1.8,-0.1,1.7,1.4,,676.0,19.6,10.5,4.680000000000001,3.5840000000000005,1.32,0.9199999999999999,-1.9800000000000002,38.62400000000001,35.664,26.520000000000003,0.9706122448979589,2,1
anthoco01,Cole Anthony,ORL,12900000.0,207.0,24.0,PG,67.0,22.0,18.4,3.4,8.1,0.424,1.1,3.3,0.353,2.3,4.9,0.471,0.494,1.4,1.7,0.823,0.7,2.4,3.0,2.9,0.7,0.5,1.5,2.3,9.4,,14.2,0.531,0.401,0.208,4.1,15.5,9.5,25.5,1.8,2.5,14.8,24.6,0.0,2.0,2.0,0.078,-0.8,0.9,0.1,0.7,,576.0,18.4,9.4,3.5100000000000007,6.496,1.54,1.15,-3.3000000000000003,37.196,37.596,24.599999999999998,1.0215217391304345,2,1
meltode01,De'Anthony Melton,BRK,12822000.0,181.0,26.0,SG,6.0,2.0,20.2,3.7,9.0,0.407,2.2,5.8,0.371,1.5,3.2,0.474,0.528,0.8,1.3,0.625,1.0,2.3,3.3,2.8,1.2,0.3,1.7,3.0,10.3,,13.3,0.539,0.648,0.148,5.2,12.8,8.9,21.1,2.8,1.6,14.8,23.5,0.0,0.2,0.2,0.076,-1.6,0.8,-0.8,0.0,,676.0,20.2,10.3,3.861,6.272,2.64,0.69,-3.74,40.22299999999999,40.512,27.391000000000002,0.9912376237623765,2,1
olynyke01,Kelly Olynyk,NOP,12804878.0,236.0,33.0,C,24.0,2.0,16.0,2.5,4.9,0.5,0.8,1.8,0.442,1.7,3.1,0.533,0.581,1.4,1.8,0.791,1.0,2.7,3.7,2.3,0.7,0.3,1.5,2.5,7.1,,14.9,0.624,0.364,0.364,6.8,18.4,12.5,20.7,2.0,2.0,20.4,18.8,0.4,0.5,0.9,0.112,-0.7,0.9,0.2,0.2,,1089.0,16.0,7.1,4.329000000000001,5.152,1.54,0.69,-3.3000000000000003,31.511,31.552000000000003,22.559,0.9694375,2,1
wembavi01,Victor Wembanyama,SAS,12768960.0,21.0,21.0,C,46.0,46.0,33.2,8.9,18.6,0.476,3.1,8.8,0.352,5.8,9.9,0.586,0.559,3.4,4.1,0.836,1.8,9.2,11.0,3.7,1.1,3.8,3.2,2.3,24.3,,24.2,0.594,0.47,0.221,5.7,29.8,17.7,18.3,1.6,10.4,13.7,30.4,1.0,2.8,3.8,0.118,3.6,2.9,6.5,3.3,,441.0,33.2,24.3,12.870000000000001,8.288000000000002,2.4200000000000004,8.739999999999998,-7.040000000000001,82.77799999999999,72.828,57.230000000000004,1.4933132530120483,1,0
greenjo02,Josh Green,CHO,12654321.0,277.0,24.0,SG,68.0,67.0,27.8,2.6,6.2,0.428,1.4,3.6,0.391,1.2,2.5,0.48,0.543,0.7,1.1,0.681,0.8,1.7,2.5,1.6,1.1,0.2,1.0,2.4,7.4,,7.8,0.559,0.589,0.171,3.1,6.7,4.9,8.2,1.9,0.8,13.4,11.8,0.4,1.0,1.5,0.037,-4.5,0.2,-4.3,-1.1,,576.0,27.8,7.4,2.9250000000000003,3.5840000000000005,2.4200000000000004,0.45999999999999996,-2.2,42.389,40.98400000000001,33.605000000000004,0.5247841726618707,2,2
holmeri01,Richaun Holmes,WAS,12648321.0,278.0,31.0,PF,31.0,7.0,17.2,2.9,4.5,0.647,0.0,0.1,0.0,2.9,4.4,0.662,0.647,1.6,1.9,0.833,2.0,3.7,5.7,1.4,0.3,0.7,0.7,1.6,7.4,,19.8,0.695,0.022,0.432,12.0,22.5,17.2,12.1,0.8,3.9,11.3,14.7,1.6,0.4,2.0,0.178,1.2,0.0,1.1,0.4,,961.0,17.2,7.4,6.669000000000001,3.136,0.66,1.6099999999999999,-1.54,35.135,29.276,26.139,1.042732558139535,2,1
adamsst01,Steven Adams,HOU,12600000.0,432.0,31.0,C,58.0,3.0,13.7,1.6,2.9,0.545,0.0,0.0,0.0,1.6,2.8,0.552,0.545,0.7,1.6,0.462,2.9,2.8,5.6,1.1,0.4,0.5,0.9,1.0,3.9,,16.6,0.541,0.012,0.557,21.8,22.0,21.9,10.9,1.3,3.2,20.6,13.6,1.0,1.3,2.3,0.137,0.0,0.3,0.3,0.5,,961.0,13.7,3.9,6.5520000000000005,2.4640000000000004,0.8800000000000001,1.15,-1.9800000000000002,26.665999999999997,22.044,22.281999999999996,0.9464233576642337,0,1
portibo01,Bobby Portis,MIL,12578286.0,115.0,29.0,PF,49.0,7.0,25.4,5.7,12.1,0.466,1.3,3.6,0.365,4.3,8.5,0.508,0.52,1.2,1.5,0.836,1.8,6.6,8.4,2.1,0.7,0.5,1.2,1.9,13.9,,17.7,0.542,0.299,0.123,8.2,27.0,18.0,12.9,1.4,1.9,8.3,24.1,0.9,1.9,2.7,0.106,0.6,-0.4,0.2,0.7,,841.0,25.4,13.9,9.828000000000001,4.704000000000001,1.54,1.15,-2.64,53.882,46.644,37.918,1.1213385826771654,1,0
risacza01,Zaccharie Risacher,ATL,12569040.0,131.0,19.0,SF,75.0,73.0,24.6,4.8,10.4,0.458,1.6,4.6,0.355,3.1,5.8,0.54,0.537,1.4,2.0,0.711,1.1,2.4,3.6,1.2,0.7,0.5,1.2,2.0,12.6,,12.2,0.558,0.442,0.191,5.0,11.1,8.0,7.1,1.3,1.8,9.8,20.9,0.6,1.1,1.8,0.046,-1.7,-1.8,-3.5,-0.7,,361.0,24.6,12.6,4.212000000000001,2.688,1.54,1.15,-2.64,44.150000000000006,42.528000000000006,31.502,0.7947154471544714,2,2
clarkbr01,Brandon Clarke,MEM,12500000.0,256.0,28.0,PF,64.0,18.0,18.9,3.7,5.9,0.621,0.0,0.3,0.059,3.7,5.7,0.647,0.622,1.0,1.4,0.701,2.0,3.1,5.1,1.0,0.8,0.6,0.6,2.3,8.3,,17.6,0.638,0.045,0.229,11.3,17.3,14.3,7.4,2.0,2.7,8.9,15.3,2.7,1.7,4.4,0.174,0.0,0.8,0.8,0.9,,784.0,18.9,8.3,5.9670000000000005,2.24,1.7600000000000002,1.38,-1.32,37.227000000000004,30.759999999999998,28.006999999999998,0.9696825396825398,2,1
baglema01,Marvin Bagley III,MEM,12500000.0,400.0,25.0,C,19.0,1.0,8.7,2.0,3.7,0.535,0.1,0.5,0.2,1.9,3.2,0.59,0.549,0.8,1.2,0.652,1.4,1.5,2.9,0.4,0.4,0.3,0.6,0.6,4.9,,19.9,0.573,0.141,0.324,16.8,18.3,17.5,7.1,2.0,2.7,11.9,23.3,0.2,0.1,0.3,0.089,1.0,-2.0,-1.0,0.0,,625.0,8.7,4.9,3.3930000000000002,0.8960000000000001,0.8800000000000001,0.69,-1.32,18.139,15.816,13.663,1.0849425287356325,0,0
greenja05,Jalen Green,HOU,12483048.0,43.0,22.0,SG,82.0,82.0,32.9,7.4,17.5,0.423,2.9,8.1,0.354,4.6,9.5,0.482,0.505,3.3,4.1,0.813,0.5,4.0,4.6,3.4,0.9,0.3,2.5,1.5,21.0,,15.1,0.544,0.46,0.234,1.7,13.4,7.4,16.0,1.3,0.9,11.4,27.3,1.9,3.2,5.1,0.092,1.1,-0.5,0.5,1.7,,484.0,32.9,21.0,5.382000000000001,7.6160000000000005,1.9800000000000002,0.69,-5.5,64.068,67.01599999999999,40.95199999999999,0.947355623100304,1,1
williro04,Robert Williams,POR,12428571.0,357.0,27.0,C,20.0,3.0,17.6,2.5,3.9,0.641,0.1,0.2,0.333,2.5,3.8,0.653,0.647,0.8,0.9,0.882,1.8,4.2,5.9,1.1,0.7,1.7,0.9,1.6,5.8,,18.9,0.679,0.038,0.218,10.5,26.3,18.2,8.6,1.8,8.5,16.6,12.2,0.6,0.7,1.3,0.175,-0.1,3.2,3.0,0.4,,729.0,17.6,5.8,6.903000000000001,2.4640000000000004,1.54,3.9099999999999997,-1.9800000000000002,36.237,27.844000000000005,29.953000000000003,1.0589204545454545,2,1
banchpa01,Paolo Banchero,ORL,12160800.0,11.0,22.0,PF,46.0,46.0,34.4,9.0,19.8,0.452,1.9,5.9,0.32,7.1,13.9,0.509,0.5,6.1,8.4,0.727,1.1,6.4,7.5,4.8,0.8,0.6,3.0,2.1,25.9,,20.0,0.551,0.299,0.423,3.5,22.4,12.5,26.0,1.1,1.7,11.2,33.6,1.1,2.4,3.5,0.106,3.4,0.2,3.5,2.2,,484.0,34.4,25.9,8.775,10.752,1.7600000000000002,1.38,-6.6000000000000005,76.367,77.65199999999999,46.315,1.219970930232558,1,0
whiteco01,Coby White,CHI,12000000.0,47.0,24.0,SG,74.0,73.0,33.1,6.9,15.1,0.453,2.9,7.9,0.37,3.9,7.3,0.544,0.55,3.7,4.1,0.902,0.3,3.4,3.7,4.5,0.9,0.2,2.4,2.1,20.4,,15.5,0.601,0.521,0.274,1.1,10.4,5.8,19.5,1.3,0.6,12.4,24.4,3.0,1.5,4.5,0.088,0.5,-1.4,-0.9,0.7,,576.0,33.1,20.4,4.329000000000001,10.080000000000002,1.9800000000000002,0.45999999999999996,-5.28,65.069,68.86,39.869,0.9658308157099695,1,1
cartewe01,Wendell Carter Jr.,ORL,11950000.0,215.0,25.0,C,68.0,51.0,25.9,3.3,7.2,0.46,0.5,2.3,0.234,2.8,4.9,0.568,0.498,1.9,2.6,0.737,2.2,5.0,7.2,2.0,0.8,0.6,1.1,2.9,9.1,,13.7,0.544,0.322,0.356,9.4,23.4,16.0,11.5,1.5,2.2,11.9,16.0,1.6,3.0,4.6,0.125,-2.2,0.9,-1.2,0.3,,625.0,25.9,9.1,8.424000000000001,4.48,1.7600000000000002,1.38,-2.4200000000000004,48.623999999999995,41.900000000000006,37.464,0.8773745173745174,2,1
zubaciv01,Ivica Zubac,LAC,11743210.0,81.0,27.0,C,80.0,80.0,32.8,7.4,11.8,0.628,0.0,0.0,,7.4,11.8,0.628,0.628,2.0,3.0,0.661,3.8,8.9,12.6,2.7,0.7,1.1,1.6,2.1,16.8,,22.3,0.641,0.0,0.251,13.1,30.2,21.8,12.8,1.0,3.4,10.8,19.5,7.0,4.7,11.7,0.215,2.3,0.8,3.1,3.4,,729.0,32.8,16.8,14.742,6.048000000000001,1.54,2.53,-3.5200000000000005,70.94000000000001,59.168,51.612,1.1628048780487805,1,0
tuckepj01,P.J. Tucker,TOR,12025777.0,470.0,39.0,SF,3.0,1.0,19.3,1.0,2.3,0.429,1.0,2.0,0.5,0.0,0.3,0.0,0.643,0.0,0.0,,1.3,1.3,2.7,0.0,0.3,0.3,0.3,2.7,3.0,,5.5,0.643,0.857,0.0,8.0,7.8,7.9,0.0,0.9,1.6,12.5,6.0,0.0,0.0,0.1,0.07,-4.8,-2.4,-7.2,-0.1,,1521.0,19.3,3.0,3.1590000000000007,0.0,0.66,0.69,-0.66,26.149000000000004,22.96,23.809000000000005,0.3548704663212435,0,2
divindo01,Donte DiVincenzo,MIN,11445000.0,150.0,28.0,SG,62.0,10.0,25.9,4.0,9.6,0.422,2.8,7.1,0.397,1.2,2.5,0.49,0.568,0.8,1.0,0.778,0.5,3.2,3.7,3.6,1.2,0.3,1.6,1.8,11.7,,14.1,0.582,0.739,0.106,2.2,13.3,7.9,20.2,2.2,1.0,13.8,19.4,1.6,2.2,3.9,0.115,0.8,1.1,1.9,1.6,,784.0,25.9,11.7,4.329000000000001,8.064000000000002,2.64,0.69,-3.5200000000000005,49.80299999999999,49.184,33.559,0.9228957528957532,2,1
millebr02,Brandon Miller,CHO,11424600.0,44.0,22.0,SF,27.0,27.0,34.2,7.3,18.2,0.403,3.9,10.9,0.355,3.5,7.3,0.475,0.509,2.5,2.9,0.861,0.9,3.9,4.9,3.6,1.1,0.7,2.8,2.7,21.0,,14.0,0.54,0.597,0.161,2.8,12.5,7.6,18.3,1.5,2.1,12.6,27.7,-0.2,0.7,0.4,0.023,0.8,-0.8,0.0,0.4,,484.0,34.2,21.0,5.733000000000001,8.064000000000002,2.4200000000000004,1.6099999999999999,-6.16,66.86700000000002,69.424,43.96300000000001,0.9551754385964912,1,1
mannte01,Terance Mann,ATL,11423077.0,269.0,28.0,SG,37.0,12.0,19.8,2.4,5.3,0.446,0.7,2.0,0.347,1.6,3.2,0.508,0.513,0.6,0.9,0.719,0.9,2.0,2.9,1.6,0.8,0.3,0.7,1.8,6.0,,10.5,0.533,0.385,0.164,5.0,11.4,8.3,10.9,1.9,1.5,10.7,14.0,0.4,1.0,1.4,0.093,-2.5,1.2,-1.3,0.1,,784.0,19.8,6.0,3.3930000000000002,3.5840000000000005,1.7600000000000002,0.69,-1.54,33.687,30.924,25.643000000000004,0.7013636363636364,2,2
sarral01,Alex Sarr,WAS,11245680.0,125.0,19.0,C,67.0,67.0,27.1,4.9,12.4,0.394,1.6,5.1,0.308,3.3,7.3,0.454,0.457,1.7,2.5,0.679,1.9,4.6,6.5,2.4,0.7,1.5,1.7,2.2,13.0,,12.9,0.482,0.412,0.199,7.1,17.9,12.5,13.9,1.2,5.0,11.2,23.5,-1.6,1.3,-0.3,-0.007,-2.2,-1.0,-3.3,-0.6,,361.0,27.1,13.0,7.605000000000001,5.376,1.54,3.4499999999999997,-3.74,54.331,49.216,39.69500000000001,1.0048339483394835,1,1
mobleev01,Evan Mobley,CLE,11227657.0,63.0,23.0,PF,71.0,71.0,30.5,7.1,12.8,0.557,1.2,3.2,0.37,5.9,9.5,0.621,0.604,3.1,4.3,0.725,2.3,7.0,9.3,3.2,0.9,1.6,2.0,2.0,18.5,,22.3,0.633,0.254,0.337,8.4,24.0,16.5,15.1,1.4,4.7,12.2,23.2,5.3,3.8,9.0,0.2,3.1,1.5,4.6,3.6,,529.0,30.5,18.5,10.881000000000002,7.168000000000001,1.9800000000000002,3.6799999999999997,-4.4,68.309,60.568,47.041,1.239639344262295,1,0
nancela02,Larry Nance Jr.,ATL,11205000.0,250.0,32.0,PF,24.0,3.0,19.3,3.3,6.5,0.516,1.4,3.2,0.447,1.9,3.3,0.582,0.626,0.4,0.5,0.692,1.0,3.3,4.3,1.6,0.8,0.5,0.7,1.5,8.5,,16.0,0.632,0.49,0.084,5.3,19.4,12.2,11.3,2.0,2.6,9.1,15.7,0.8,0.5,1.3,0.131,1.1,0.7,1.8,0.4,,1024.0,19.3,8.5,5.031000000000001,3.5840000000000005,1.7600000000000002,1.15,-1.54,37.785000000000004,32.924,27.241000000000003,0.9577720207253887,2,1
thybuma01,Matisse Thybulle,POR,11025000.0,275.0,27.0,SG,15.0,5.0,20.8,2.8,5.9,0.477,1.4,3.2,0.438,1.4,2.7,0.525,0.597,0.5,1.0,0.467,0.9,2.5,3.5,1.9,2.2,0.6,0.9,0.9,7.5,,17.0,0.592,0.545,0.17,4.7,13.6,9.0,12.7,5.1,2.6,12.1,14.4,0.4,0.6,0.9,0.146,0.0,5.1,5.0,0.6,,729.0,20.8,7.5,4.095000000000001,4.256,4.840000000000001,1.38,-1.9800000000000002,40.89100000000001,34.535999999999994,31.115000000000002,0.9659134615384616,2,1
nesmiaa01,Aaron Nesmith,IND,11000000.0,146.0,25.0,SF,45.0,37.0,25.0,4.3,8.4,0.507,1.9,4.3,0.431,2.4,4.1,0.587,0.617,1.6,1.8,0.913,0.8,3.1,4.0,1.2,0.8,0.4,0.8,2.5,12.0,,14.6,0.653,0.515,0.211,3.7,13.9,8.8,6.6,1.5,1.4,8.2,17.4,1.9,1.0,2.9,0.126,0.0,-0.5,-0.5,0.4,,625.0,25.0,12.0,4.680000000000001,2.688,1.7600000000000002,0.9199999999999999,-1.7600000000000002,45.288000000000004,41.448,32.36,0.81152,2,1
vincega01,Gabe Vincent,LAL,11000000.0,330.0,28.0,PG,72.0,11.0,21.2,2.3,5.8,0.4,1.5,4.3,0.353,0.8,1.5,0.532,0.53,0.2,0.3,0.714,0.3,1.0,1.3,1.4,0.7,0.2,0.6,2.1,6.4,,7.4,0.536,0.736,0.05,1.5,5.2,3.4,8.7,1.6,0.8,8.7,13.5,0.3,1.0,1.3,0.039,-3.8,-0.1,-4.0,-0.8,,784.0,21.2,6.4,1.5210000000000004,3.136,1.54,0.45999999999999996,-1.32,32.937000000000005,32.056,24.721,0.5536320754716982,2,2
klebima01,Maxi Kleber,LAL,11000000.0,467.0,33.0,PF,34.0,4.0,18.7,1.1,2.8,0.385,0.4,1.4,0.265,0.7,1.4,0.511,0.453,0.5,0.6,0.762,0.7,2.1,2.8,1.3,0.3,0.5,0.7,1.9,3.0,,5.6,0.489,0.51,0.219,4.4,11.7,8.1,8.3,0.7,2.3,17.9,8.7,0.0,0.4,0.3,0.023,-4.2,0.4,-3.8,-0.3,,1089.0,18.7,3.0,3.2760000000000002,2.9120000000000004,0.66,1.15,-1.54,28.157999999999998,26.151999999999997,23.785999999999998,0.5057754010695188,0,2
wagnemo01,Moritz Wagner,ORL,11000000.0,126.0,27.0,C,30.0,1.0,18.8,4.7,8.3,0.562,0.9,2.5,0.36,3.8,5.8,0.649,0.616,2.6,3.7,0.718,1.3,3.6,4.9,1.4,0.8,0.4,1.6,1.8,12.9,,22.3,0.649,0.301,0.442,7.7,23.1,15.0,13.7,2.1,2.0,14.1,26.8,1.0,1.0,2.0,0.174,2.6,1.4,4.0,0.9,,729.0,18.8,12.9,5.733000000000001,3.136,1.7600000000000002,0.9199999999999999,-3.5200000000000005,39.729000000000006,38.35600000000001,27.213,1.113244680851064,2,0
holmgch01,Chet Holmgren,OKC,10880640.0,95.0,22.0,C,32.0,32.0,27.4,5.2,10.7,0.49,1.4,3.6,0.379,3.8,7.0,0.547,0.554,3.2,4.2,0.754,1.5,6.5,8.0,2.0,0.7,2.2,1.8,2.3,15.0,,19.2,0.599,0.34,0.393,6.0,25.0,15.7,9.7,1.3,8.2,12.3,22.0,1.1,2.0,3.2,0.173,0.5,1.9,2.4,1.0,,484.0,27.4,15.0,9.360000000000001,4.48,1.54,5.06,-3.9600000000000004,58.879999999999995,50.839999999999996,43.36,1.148905109489051,1,0
bouchch01,Chris Boucher,TOR,10810000.0,190.0,32.0,PF,50.0,0.0,17.2,3.6,7.4,0.492,1.4,3.9,0.363,2.2,3.5,0.633,0.586,1.4,1.7,0.782,1.4,3.1,4.5,0.7,0.5,0.5,0.6,1.4,10.0,,18.7,0.615,0.522,0.235,8.5,19.6,13.9,5.9,1.3,2.8,6.6,21.2,1.7,1.0,2.7,0.148,2.9,-0.6,2.3,0.9,,1024.0,17.2,10.0,5.265000000000001,1.568,1.1,1.15,-1.32,34.963,30.088,24.715,1.032732558139535,2,1
vandeja01,Jarred Vanderbilt,LAL,10714286.0,426.0,25.0,PF,36.0,2.0,16.1,1.6,3.4,0.488,0.3,0.9,0.281,1.4,2.5,0.562,0.525,0.6,1.0,0.556,1.9,3.2,5.1,1.1,1.0,0.3,0.8,1.9,4.1,,13.2,0.537,0.264,0.298,13.6,21.5,17.6,9.4,3.0,1.6,17.5,12.5,0.5,0.9,1.4,0.114,-2.3,1.3,-1.0,0.2,,625.0,16.1,4.1,5.9670000000000005,2.4640000000000004,2.2,0.69,-1.7600000000000002,29.761,24.424000000000003,24.957,0.8485093167701864,2,1
wiggiaa01,Aaron Wiggins,OKC,10514017.0,147.0,26.0,SG,76.0,26.0,22.9,4.7,9.6,0.488,1.7,4.5,0.383,3.0,5.1,0.578,0.577,1.0,1.2,0.831,1.1,2.8,3.9,1.8,0.8,0.2,0.9,1.3,12.0,,16.1,0.596,0.466,0.122,5.1,12.9,9.1,10.6,1.7,1.0,8.3,20.3,2.7,2.7,5.4,0.148,1.3,-0.2,1.1,1.4,,676.0,22.9,12.0,4.563000000000001,4.032000000000001,1.7600000000000002,0.45999999999999996,-1.9800000000000002,43.73500000000001,40.912,29.683000000000003,0.9098253275109173,2,1
paulch01,Chris Paul,SAS,10460000.0,235.0,39.0,PG,82.0,82.0,28.0,3.0,7.1,0.427,1.7,4.5,0.377,1.3,2.6,0.514,0.547,1.0,1.1,0.924,0.4,3.2,3.6,7.4,1.3,0.3,1.6,1.8,8.8,,14.7,0.58,0.636,0.158,1.5,12.3,6.9,34.8,2.2,0.9,17.1,14.0,4.2,1.6,5.7,0.12,0.3,0.5,0.8,1.6,,1521.0,28.0,8.8,4.212000000000001,16.576000000000004,2.8600000000000003,0.69,-3.5200000000000005,57.618,56.89600000000001,35.762,1.0577857142857146,1,1
hendesc01,Scoot Henderson,POR,10259160.0,128.0,20.0,PG,66.0,10.0,26.7,4.3,10.4,0.419,1.6,4.5,0.354,2.8,5.9,0.469,0.496,2.4,3.1,0.767,0.8,2.2,3.0,5.1,1.0,0.2,2.7,2.7,12.7,,12.5,0.54,0.434,0.301,3.1,9.2,6.1,28.1,1.9,0.7,18.6,22.5,0.4,1.4,1.8,0.049,-1.4,-0.8,-2.2,-0.1,,400.0,26.7,12.7,3.5100000000000007,11.424,2.2,0.45999999999999996,-5.940000000000001,51.054,56.763999999999996,32.870000000000005,0.9121348314606742,2,1
okorois01,Isaac Okoro,CLE,10185186.0,338.0,24.0,SG,55.0,22.0,19.1,2.3,4.9,0.464,1.0,2.7,0.371,1.2,2.1,0.586,0.569,0.6,0.8,0.717,0.9,1.5,2.4,1.2,0.6,0.3,0.4,1.9,6.1,,10.7,0.587,0.566,0.172,5.2,8.1,6.7,8.0,1.5,1.4,7.4,12.5,1.5,1.0,2.5,0.115,-1.1,0.6,-0.5,0.4,,576.0,19.1,6.1,2.8080000000000003,2.688,1.32,0.69,-0.8800000000000001,31.825999999999997,28.768,23.918000000000003,0.666282722513089,2,2
barnesc01,Scottie Barnes,TOR,10130980.0,52.0,23.0,PF,65.0,65.0,32.8,7.3,16.4,0.446,1.2,4.3,0.271,6.1,12.0,0.508,0.482,3.5,4.6,0.755,1.7,6.0,7.7,5.8,1.4,1.0,2.8,1.7,19.3,,17.8,0.523,0.263,0.284,5.3,20.2,12.6,27.7,2.1,2.8,13.4,27.0,0.6,2.9,3.5,0.078,1.5,0.9,2.4,2.3,,529.0,32.8,19.3,9.009000000000002,12.992,3.08,2.3,-6.16,73.321,71.252,47.18899999999999,1.2353963414634148,1,0
sheppre01,Reed Sheppard,HOU,10098960.0,404.0,20.0,PG,52.0,3.0,12.6,1.6,4.6,0.351,0.9,2.7,0.338,0.7,1.9,0.371,0.452,0.3,0.3,0.813,0.3,1.2,1.5,1.4,0.7,0.3,0.7,1.0,4.4,,9.7,0.465,0.594,0.067,2.6,10.3,6.4,15.2,2.6,2.3,13.1,17.8,-0.3,1.0,0.8,0.055,-3.0,1.3,-1.7,0.1,,400.0,12.6,4.4,1.7550000000000003,3.136,1.54,0.69,-1.54,22.581,21.676,16.585,0.792142857142857,0,2
